"Incident_No","Date_Time_Of_Event","Dispatched_Time","Unit_On_The_Way_Time","Unit_On_Scene_TimeStamp","On_Scene_Unit","Cleared_TimeStamp","Unit_Count","Priority","Final_Incident_Type","Final_Incident_Category","Latitude","Longitude"
"F150189257","1/18/15 11:20 PM","1/18/15 11:22 PM","1/18/15 11:23 PM","1/18/15 11:27 PM","E10","1/18/15 11:31 PM","1","Priority 1","MEDICAL","Medical Only","37.314602935","-121.953647634"
"F150199121","1/19/15 12:39 PM","1/19/15 12:40 PM","1/19/15 12:42 PM","1/19/15 12:45 PM","T2","1/19/15 12:55 PM","2","Priority 1","MEDICAL","Medical Only","37.3668419475","-121.818096179"
"F150199122","1/19/15 12:39 PM","1/19/15 12:41 PM","1/19/15 12:42 PM","1/19/15 12:45 PM","E13","1/19/15 1:43 PM","1","Priority 1","MEDICAL","Medical Only","37.2716098862","-121.854975734"
"F150199123","1/19/15 12:40 PM","1/19/15 12:42 PM","1/19/15 12:43 PM","1/19/15 12:49 PM","E16","1/19/15 12:55 PM","1","Priority 1","MEDICAL","Medical Only","37.3550023647","-121.843288292"
"F150199124","1/19/15 12:45 PM","1/19/15 12:46 PM","1/19/15 12:48 PM","1/19/15 12:56 PM","E26","1/19/15 1:03 PM","1","Priority 1","FIRE & Other","Uncategorized","37.2858928569","-121.882789657"
"F150199125","1/19/15 12:48 PM","1/19/15 12:48 PM","1/19/15 12:49 PM","1/19/15 12:56 PM","T13","1/19/15 1:07 PM","1","Priority 2","MEDICAL","Medical Only","37.2508167476","-121.875315257"
"F150199126","1/19/15 12:48 PM","1/19/15 12:50 PM","1/19/15 12:51 PM","1/19/15 12:57 PM","E29","1/19/15 1:04 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.376581855","-121.938257102"
"F150199127","1/19/15 12:53 PM","1/19/15 12:54 PM","1/19/15 12:55 PM","","","1/19/15 1:01 PM","1","Priority 2","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2357388513","-121.789368415"
"F150199128","1/19/15 12:53 PM","1/19/15 12:54 PM","1/19/15 12:57 PM","1/19/15 12:59 PM","E16","1/19/15 1:19 PM","3","Priority 1","MEDICAL","Medical Only","37.3621517169","-121.843605128"
"F150199129","1/19/15 12:54 PM","1/19/15 12:56 PM","1/19/15 12:57 PM","1/19/15 12:59 PM","E24","1/19/15 1:14 PM","2","Priority 1","MEDICAL","Medical Only","37.30478702","-121.811019552"
"F150199130","1/19/15 12:56 PM","1/19/15 12:57 PM","1/19/15 12:59 PM","1/19/15 1:04 PM","T29","1/19/15 1:25 PM","1","Priority 1","MEDICAL","Uncategorized","37.4123248539","-121.944678221"
"F150199131","1/19/15 12:57 PM","1/19/15 12:57 PM","1/19/15 12:59 PM","1/19/15 1:03 PM","E9","1/19/15 1:23 PM","1","Priority 2","MEDICAL","Medical Only","37.2631071086","-121.905789976"
"F150199132","1/19/15 1:06 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2476260222","-121.86613558"
"F150199133","1/19/15 1:06 PM","1/19/15 1:07 PM","1/19/15 1:07 PM","1/19/15 1:12 PM","E12","1/19/15 1:27 PM","1","Priority 1","MEDICAL","Medical Only","37.2476260222","-121.86613558"
"F150199134","1/19/15 1:05 PM","1/19/15 1:07 PM","1/19/15 1:08 PM","1/19/15 1:11 PM","E26","1/19/15 1:28 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.2929448906","-121.850739934"
"F150199135","1/19/15 1:20 PM","1/19/15 1:22 PM","1/19/15 1:24 PM","1/19/15 1:28 PM","T35","1/19/15 1:38 PM","1","Priority 2","MEDICAL","Medical Only","37.2530852141","-121.799884876"
"F150199136","1/19/15 1:26 PM","1/19/15 1:27 PM","1/19/15 1:28 PM","1/19/15 1:30 PM","E4","1/19/15 1:40 PM","1","Priority 1","MEDICAL","Medical Only","37.3107337695","-121.931789791"
"F150199137","1/19/15 1:28 PM","1/19/15 1:30 PM","1/19/15 1:30 PM","1/19/15 1:35 PM","E26","1/19/15 2:40 PM","9","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2929448906","-121.850739934"
"F150199138","1/19/15 1:32 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2892864975","-121.976604693"
"F150199139","1/19/15 1:32 PM","1/19/15 1:32 PM","1/19/15 1:33 PM","1/19/15 1:36 PM","E14","1/19/15 1:43 PM","1","Priority 1","MEDICAL","Medical Only","37.2892864975","-121.976604693"
"F150199140","1/19/15 1:36 PM","1/19/15 1:37 PM","1/19/15 1:39 PM","1/19/15 1:40 PM","T30","1/19/15 1:58 PM","1","Priority 2","MEDICAL","Medical Only","37.3244452412","-121.897298107"
"F150199142","1/19/15 1:45 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3192603318","-122.054483624"
"F150199143","1/19/15 1:50 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3160939555","-121.937726587"
"F150199144","1/19/15 1:50 PM","1/19/15 1:51 PM","1/19/15 1:52 PM","1/19/15 1:56 PM","E4","1/19/15 2:00 PM","1","Priority 1","MEDICAL","Medical Only","37.3160939555","-121.937726587"
"F150199145","1/19/15 1:50 PM","1/19/15 1:51 PM","1/19/15 1:52 PM","1/19/15 1:55 PM","T2","1/19/15 2:05 PM","1","Priority 1","MEDICAL","Medical Only","37.3575686365","-121.847286044"
"F150199146","1/19/15 1:52 PM","1/19/15 1:53 PM","1/19/15 1:55 PM","1/19/15 1:59 PM","E12","1/19/15 2:16 PM","1","Priority 1","MEDICAL","Medical Only","37.2503920513","-121.861256972"
"F150199147","1/19/15 1:55 PM","1/19/15 1:58 PM","1/19/15 1:59 PM","1/19/15 2:06 PM","E16","1/19/15 2:12 PM","1","Priority 1","FIRE & Other","Good Intent Or Service","37.3575559133","-121.840898348"
"F150199148","1/19/15 1:57 PM","1/19/15 1:59 PM","1/19/15 2:00 PM","1/19/15 2:05 PM","E21","1/19/15 2:18 PM","1","Priority 1","MEDICAL","Medical Only","37.3446582562","-121.826755034"
"F150189258","1/18/15 11:27 PM","1/18/15 11:29 PM","1/18/15 11:32 PM","1/18/15 11:38 PM","T16","1/18/15 11:56 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3380534466","-121.841304588"
"F150189259","1/18/15 11:35 PM","1/18/15 11:35 PM","1/18/15 11:37 PM","1/18/15 11:41 PM","E26","1/18/15 11:55 PM","2","Priority 1","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150189260","1/18/15 11:47 PM","1/18/15 11:47 PM","1/18/15 11:49 PM","1/18/15 11:55 PM","E10","1/19/15 12:03 AM","1","Priority 1","MEDICAL","Medical Only","37.314602935","-121.953647634"
"F150189261","1/18/15 11:54 PM","1/18/15 11:54 PM","1/18/15 11:56 PM","1/19/15 12:00 AM","E22","1/19/15 12:11 AM","1","Priority 2","MEDICAL","Medical Only","37.2140714878","-121.863563743"
"F150189262","1/18/15 11:57 PM","1/18/15 11:59 PM","1/19/15 12:01 AM","1/19/15 12:04 AM","T35","1/19/15 12:13 AM","1","Priority 1","MEDICAL","Medical Only","37.2513982569","-121.825074271"
"F150199001","1/19/15 12:04 AM","1/19/15 12:04 AM","1/19/15 12:06 AM","1/19/15 12:09 AM","E17","1/19/15 12:16 AM","1","Priority 1","MEDICAL","Medical Only","37.237889088","-121.886649067"
"F150199002","1/19/15 12:05 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.237889088","-121.886649067"
"F150199003","1/19/15 12:05 AM","1/19/15 12:06 AM","1/19/15 12:08 AM","1/19/15 12:16 AM","E14","1/19/15 12:30 AM","1","Priority 2","MEDICAL","Medical Only","37.2840615283","-121.970570753"
"F150199004","1/19/15 12:17 AM","1/19/15 12:18 AM","1/19/15 12:20 AM","1/19/15 12:20 AM","E3","1/19/15 12:47 AM","1","Priority 1","MEDICAL","Medical Only","37.3123578732","-121.882680038"
"F150199005","1/19/15 12:20 AM","1/19/15 12:20 AM","1/19/15 12:22 AM","1/19/15 12:27 AM","E13","1/19/15 12:39 AM","2","Priority 1","MEDICAL","Medical Only","37.2891458185","-121.881159363"
"F150199006","1/19/15 12:33 AM","1/19/15 12:34 AM","1/19/15 12:36 AM","1/19/15 12:41 AM","E31","1/19/15 12:44 AM","1","Priority 1","MEDICAL","Medical Only","37.3267116249","-121.794884361"
"F150199007","1/19/15 12:31 AM","","","","","","0","Priority 2","FIRE & Other","Uncategorized","37.3295683269","-121.869948228"
"F150199008","1/19/15 12:32 AM","1/19/15 12:34 AM","1/19/15 12:36 AM","1/19/15 12:44 AM","E8","1/19/15 12:48 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.333529429","-121.864147052"
"F150199009","1/19/15 12:38 AM","1/19/15 12:39 AM","1/19/15 12:40 AM","1/19/15 12:47 AM","T30","1/19/15 1:21 AM","2","Priority 1","MEDICAL","Medical Only","37.329443391","-121.89134436"
"F150199010","1/19/15 12:40 AM","1/19/15 12:42 AM","1/19/15 12:43 AM","1/19/15 12:48 AM","E7","1/19/15 1:04 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.3373200933","-121.913948851"
"F150199011","1/19/15 1:00 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.349509588","-121.904136237"
"F150199012","1/19/15 1:03 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3192603318","-122.054483624"
"F150199013","1/19/15 1:41 AM","1/19/15 1:42 AM","1/19/15 1:44 AM","1/19/15 1:47 AM","E18","1/19/15 2:02 AM","1","Priority 1","MEDICAL","Medical Only","37.278840169","-121.830575074"
"F150199014","1/19/15 1:45 AM","1/19/15 1:47 AM","1/19/15 1:48 AM","1/19/15 1:52 AM","B13","1/19/15 2:28 AM","10","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2356365975","-121.874879125"
"F150199015","1/19/15 1:49 AM","1/19/15 1:49 AM","1/19/15 1:52 AM","1/19/15 1:58 AM","E4","1/19/15 2:34 AM","1","Priority 1","MEDICAL","Medical Only","37.3148758588","-121.905964618"
"F150199016","1/19/15 1:58 AM","1/19/15 2:00 AM","1/19/15 2:02 AM","1/19/15 2:06 AM","E9","1/19/15 2:14 AM","1","Priority 1","MEDICAL","Uncategorized","37.2576081116","-121.920853229"
"F150199018","1/19/15 2:03 AM","1/19/15 2:03 AM","1/19/15 2:04 AM","1/19/15 2:07 AM","E18","1/19/15 2:19 AM","1","Priority 1","MEDICAL","Medical Only","37.2746459816","-121.863670368"
"F150199019","1/19/15 2:04 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3192603318","-122.054483624"
"F150199020","1/19/15 2:16 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2939533631","-122.028034588"
"F150199021","1/19/15 2:16 AM","1/19/15 2:17 AM","1/19/15 2:20 AM","1/19/15 2:23 AM","CNTE72","1/19/15 2:49 AM","1","Priority 1","MEDICAL","Uncategorized","37.2939533631","-122.028034588"
"F150199022","1/19/15 2:16 AM","1/19/15 2:18 AM","1/19/15 2:21 AM","1/19/15 2:27 AM","E10","1/19/15 2:31 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3369967835","-121.943535736"
"F150199023","1/19/15 2:22 AM","1/19/15 2:23 AM","1/19/15 2:24 AM","1/19/15 2:27 AM","E21","1/19/15 2:50 AM","1","Priority 1","MEDICAL","Medical Only","37.3530894439","-121.794280007"
"F150199024","1/19/15 2:37 AM","1/19/15 2:39 AM","1/19/15 2:41 AM","1/19/15 2:47 AM","T35","1/19/15 3:01 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.2551502576","-121.794778158"
"F150199025","1/19/15 2:39 AM","1/19/15 2:40 AM","1/19/15 2:44 AM","1/19/15 2:51 AM","T2","1/19/15 3:05 AM","1","Priority 2","MEDICAL","Good Intent Or Service","37.3814602376","-121.820758692"
"F150199026","1/19/15 2:55 AM","1/19/15 2:55 AM","1/19/15 2:58 AM","1/19/15 3:04 AM","E16","1/19/15 3:16 AM","1","Priority 1","MEDICAL","Medical Only","37.3617397187","-121.859291822"
"F150199027","1/19/15 3:06 AM","1/19/15 3:07 AM","1/19/15 3:09 AM","1/19/15 3:13 AM","E31","1/19/15 3:27 AM","1","Priority 1","MEDICAL","Medical Only","37.3196914973","-121.782373633"
"F150199028","1/19/15 3:11 AM","1/19/15 3:11 AM","1/19/15 3:13 AM","1/19/15 3:22 AM","E24","1/19/15 3:23 AM","1","Priority 1","MEDICAL","Medical Only","37.3112213354","-121.792293677"
"F150199029","1/19/15 4:00 AM","1/19/15 4:01 AM","1/19/15 4:03 AM","1/19/15 4:08 AM","E17","1/19/15 4:19 AM","1","Priority 1","MEDICAL","Medical Only","37.2462768533","-121.90194437"
"F150199030","1/19/15 4:07 AM","1/19/15 4:07 AM","1/19/15 4:09 AM","1/19/15 4:11 AM","E4","1/19/15 4:30 AM","1","Priority 1","MEDICAL","Medical Only","37.3133511427","-121.922356319"
"F150199031","1/19/15 4:15 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.311028629","-121.936441558"
"F150199032","1/19/15 4:15 AM","1/19/15 4:15 AM","1/19/15 4:18 AM","1/19/15 4:26 AM","E10","1/19/15 4:43 AM","1","Priority 1","MEDICAL","Medical Only","37.311028629","-121.936441558"
"F150199033","1/19/15 4:31 AM","1/19/15 4:32 AM","1/19/15 4:36 AM","1/19/15 4:40 AM","T16","1/19/15 4:55 AM","1","Priority 1","MEDICAL","Medical Only","37.3267587911","-121.817258279"
"F150199034","1/19/15 4:41 AM","1/19/15 4:41 AM","1/19/15 4:43 AM","1/19/15 4:46 AM","E11","1/19/15 4:57 AM","1","Priority 1","MEDICAL","Medical Only","37.2930357558","-121.757602801"
"F150199035","1/19/15 4:41 AM","1/19/15 4:43 AM","1/19/15 4:45 AM","","","1/19/15 4:47 AM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.3308733427","-121.888388534"
"F150199036","1/19/15 4:58 AM","1/19/15 4:59 AM","1/19/15 5:00 AM","1/19/15 5:07 AM","T30","1/19/15 5:18 AM","2","Priority 1","MEDICAL","Medical Only","37.315937968","-121.890862288"
"F150199037","1/19/15 4:57 AM","1/19/15 4:59 AM","1/19/15 5:01 AM","1/19/15 5:06 AM","E14","1/19/15 5:10 AM","1","Priority 1","FIRE & Other","Other Fires","37.312795343","-121.987449369"
"F150199038","1/19/15 4:59 AM","1/19/15 5:00 AM","1/19/15 5:02 AM","1/19/15 5:09 AM","E9","1/19/15 5:28 AM","1","Priority 2","MEDICAL","Uncategorized","37.2441445103","-121.932622654"
"F150199039","1/19/15 5:07 AM","1/19/15 5:08 AM","1/19/15 5:10 AM","1/19/15 5:14 AM","E23","1/19/15 5:17 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.4036356408","-121.894818719"
"F150199040","1/19/15 5:13 AM","1/19/15 5:13 AM","","","","1/19/15 5:14 AM","2","Priority 1","MEDICAL","Uncategorized","37.329443391","-121.89134436"
"F150199041","1/19/15 5:13 AM","1/19/15 5:14 AM","1/19/15 5:15 AM","1/19/15 5:19 AM","E1","1/19/15 5:27 AM","2","Priority 1","MEDICAL","Medical Only","37.329443391","-121.89134436"
"F150199042","1/19/15 5:34 AM","1/19/15 5:34 AM","1/19/15 5:37 AM","1/19/15 5:45 AM","T16","1/19/15 6:02 AM","1","Priority 1","MEDICAL","Medical Only","37.342468718","-121.83762704"
"F150199043","1/19/15 5:48 AM","1/19/15 5:49 AM","1/19/15 5:51 AM","1/19/15 5:57 AM","E10","1/19/15 5:58 AM","1","Priority 1","MEDICAL","Medical Only","37.3121098315","-121.941544781"
"F150199044","1/19/15 6:08 AM","1/19/15 6:09 AM","1/19/15 6:11 AM","1/19/15 6:16 AM","R20","1/19/15 6:43 AM","2","Priority 2","MEDICAL","Medical Only","37.3711607956","-121.930724114"
"F150199046","1/19/15 6:20 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3492624245","-121.833598577"
"F150199047","1/19/15 6:28 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3758551565","-121.821144239"
"F150199048","1/19/15 6:29 AM","1/19/15 6:29 AM","1/19/15 6:31 AM","1/19/15 6:35 AM","E2","1/19/15 6:55 AM","1","Priority 1","MEDICAL","Medical Only","37.3758551565","-121.821144239"
"F150199049","1/19/15 6:36 AM","1/19/15 6:37 AM","1/19/15 6:39 AM","1/19/15 6:43 AM","T16","1/19/15 6:46 AM","1","Priority 1","MEDICAL","Medical Only","37.3223712334","-121.825893102"
"F150199050","1/19/15 6:41 AM","1/19/15 6:43 AM","1/19/15 6:46 AM","1/19/15 6:54 AM","E19","1/19/15 7:01 AM","2","Priority 2","FIRE & Other","Other Fires","37.38172662","-121.85522016"
"F150199051","1/19/15 6:55 AM","1/19/15 6:56 AM","1/19/15 6:58 AM","","","1/19/15 7:02 AM","1","Priority 1","MEDICAL","Uncategorized","37.2934571952","-121.915818205"
"F150199052","1/19/15 6:59 AM","1/19/15 6:59 AM","1/19/15 7:01 AM","1/19/15 7:05 AM","E4","1/19/15 7:26 AM","1","Priority 1","MEDICAL","Medical Only","37.3077246751","-121.915572796"
"F150199053","1/19/15 7:08 AM","1/19/15 7:09 AM","1/19/15 7:10 AM","1/19/15 7:15 AM","E12","1/19/15 7:25 AM","1","Priority 1","MEDICAL","Medical Only","37.247182789","-121.831790463"
"F150199054","1/19/15 7:31 AM","1/19/15 7:32 AM","","","","1/19/15 7:35 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3197115953","-121.911142467"
"F150199055","1/19/15 7:38 AM","1/19/15 7:38 AM","1/19/15 7:40 AM","1/19/15 7:44 AM","E16","1/19/15 7:52 AM","1","Priority 1","MEDICAL","Uncategorized","37.3484827755","-121.855582616"
"F150199056","1/19/15 7:53 AM","1/19/15 7:54 AM","1/19/15 7:55 AM","1/19/15 8:00 AM","E14","1/19/15 8:17 AM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3231646029","-121.975351106"
"F150199057","1/19/15 7:53 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3231646029","-121.975351106"
"F150199058","1/19/15 7:56 AM","1/19/15 7:57 AM","1/19/15 7:58 AM","1/19/15 8:03 AM","E15","1/19/15 8:11 AM","1","Priority 2","MEDICAL","Medical Only","37.3079329428","-122.019259504"
"F150199059","1/19/15 8:01 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2440977413","-121.868980145"
"F150199060","1/19/15 8:01 AM","1/19/15 8:01 AM","1/19/15 8:02 AM","","","1/19/15 8:09 AM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2440977413","-121.868980145"
"F150199061","1/19/15 8:05 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2724534198","-121.828997671"
"F150199062","1/19/15 8:05 AM","1/19/15 8:05 AM","1/19/15 8:07 AM","1/19/15 8:08 AM","E18","1/19/15 8:10 AM","1","Priority 1","MEDICAL","Medical Only","37.2724534198","-121.828997671"
"F150199063","1/19/15 8:17 AM","1/19/15 8:17 AM","1/19/15 8:18 AM","1/19/15 8:30 AM","E29","1/19/15 8:42 AM","1","Priority 2","MEDICAL","Medical Only","37.4077840761","-121.938881662"
"F150199064","1/19/15 8:18 AM","1/19/15 8:19 AM","1/19/15 8:19 AM","1/19/15 8:22 AM","E21","1/19/15 8:40 AM","1","Priority 1","MEDICAL","Medical Only","37.3496668118","-121.802090947"
"F150199065","1/19/15 8:25 AM","1/19/15 8:26 AM","1/19/15 8:27 AM","1/19/15 8:33 AM","S26","1/19/15 8:45 AM","1","Priority 1","MEDICAL","Medical Only","37.3052556438","-121.862813628"
"F150199066","1/19/15 8:30 AM","1/19/15 8:30 AM","1/19/15 8:32 AM","1/19/15 8:35 AM","E12","1/19/15 9:10 AM","1","Priority 1","MEDICAL","Medical Only","37.2405846019","-121.830665902"
"F150199067","1/19/15 8:33 AM","1/19/15 8:34 AM","1/19/15 8:35 AM","1/19/15 8:39 AM","T35","1/19/15 8:42 AM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2512882414","-121.830837815"
"F150199068","1/19/15 8:36 AM","1/19/15 8:38 AM","1/19/15 8:40 AM","1/19/15 8:45 AM","E22","1/19/15 9:03 AM","1","Priority 1","MEDICAL","Medical Only","37.2254529635","-121.886075645"
"F150199070","1/19/15 8:54 AM","1/19/15 8:55 AM","1/19/15 8:56 AM","1/19/15 8:58 AM","E4","1/19/15 9:22 AM","1","Priority 1","MEDICAL","Medical Only","37.3065212047","-121.923146784"
"F150199071","1/19/15 9:01 AM","1/19/15 9:02 AM","1/19/15 9:04 AM","1/19/15 9:09 AM","E627","1/19/15 9:22 AM","2","Priority 1","MEDICAL","Medical Only","37.2498189339","-121.768952904"
"F150199072","1/19/15 9:12 AM","1/19/15 9:12 AM","1/19/15 9:13 AM","1/19/15 9:19 AM","E619","1/19/15 9:29 AM","2","Priority 1","MEDICAL","Medical Only","37.3865581226","-121.860560788"
"F150199073","1/19/15 9:10 AM","1/19/15 9:13 AM","1/19/15 9:15 AM","1/19/15 9:20 AM","E10","1/19/15 9:24 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3160581922","-121.944669092"
"F150199074","1/19/15 9:20 AM","1/19/15 9:21 AM","1/19/15 9:22 AM","1/19/15 9:26 AM","E26","1/19/15 9:30 AM","2","Priority 1","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150199075","1/19/15 9:24 AM","1/19/15 9:24 AM","1/19/15 9:25 AM","1/19/15 9:28 AM","E3","1/19/15 9:43 AM","1","Priority 2","MEDICAL","Medical Only","37.3310179013","-121.883881472"
"F150199076","1/19/15 9:29 AM","1/19/15 9:30 AM","1/19/15 9:30 AM","1/19/15 9:36 AM","E14","1/19/15 9:46 AM","1","Priority 1","MEDICAL","Medical Only","37.2857094193","-121.96622906"
"F150199077","1/19/15 9:30 AM","1/19/15 9:33 AM","1/19/15 9:35 AM","","","1/19/15 9:36 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.4143260465","-121.956733835"
"F150199078","1/19/15 9:34 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.377765846","-121.775552802"
"F150199079","1/19/15 9:49 AM","1/19/15 9:52 AM","1/19/15 9:54 AM","1/19/15 9:59 AM","T16","1/19/15 10:17 AM","1","Priority 2","MEDICAL","Uncategorized","37.3395811231","-121.834737436"
"F150199080","1/19/15 9:59 AM","1/19/15 9:59 AM","","","","1/19/15 10:00 AM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3463120062","-121.849306624"
"F150199081","1/19/15 10:00 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.372258641","-121.847013197"
"F150199082","1/19/15 10:05 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3281131107","-121.747237016"
"F150199083","1/19/15 10:03 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.372258641","-121.847013197"
"F150199084","1/19/15 10:08 AM","1/19/15 10:09 AM","1/19/15 10:11 AM","1/19/15 10:15 AM","E22","1/19/15 10:27 AM","1","Priority 1","MEDICAL","Uncategorized","37.2081195706","-121.844053362"
"F150199085","1/19/15 10:14 AM","1/19/15 10:18 AM","1/19/15 10:18 AM","1/19/15 10:25 AM","E3","1/19/15 10:33 AM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.3291040417","-121.856418229"
"F150199086","1/19/15 10:17 AM","1/19/15 10:17 AM","1/19/15 10:22 AM","1/19/15 10:28 AM","S26","1/19/15 10:37 AM","2","Priority 1","MEDICAL","Medical Only","37.3121713294","-121.872648307"
"F150199087","1/19/15 10:19 AM","1/19/15 10:20 AM","1/19/15 10:21 AM","1/19/15 10:26 AM","E10","1/19/15 10:37 AM","1","Priority 1","MEDICAL","Medical Only","37.2965763467","-121.949914559"
"F150199088","1/19/15 10:26 AM","1/19/15 10:28 AM","1/19/15 10:30 AM","1/19/15 10:35 AM","E13","1/19/15 10:39 AM","1","Priority 1","FIRE & Other","Other Fires","37.252408658","-121.875484446"
"F150199089","1/19/15 10:27 AM","1/19/15 10:28 AM","1/19/15 10:30 AM","1/19/15 10:34 AM","E16","1/19/15 10:59 AM","1","Priority 1","MEDICAL","Medical Only","37.3681414005","-121.867386482"
"F150199090","1/19/15 10:26 AM","1/19/15 10:29 AM","1/19/15 10:30 AM","1/19/15 10:35 AM","E7","1/19/15 10:49 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.336170356","-121.936930822"
"F150199091","1/19/15 10:29 AM","1/19/15 10:31 AM","1/19/15 10:35 AM","1/19/15 10:39 AM","E26","1/19/15 10:52 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3257201402","-121.841090689"
